series_id,year,period,value,footnote_codes,Series,Activity,Age group,Gender
TUU10101AA01001226,2017,A01,0.38,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001226,2018,A01,0.36,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001226,2019,A01,0.44,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001226,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001226,2021,A01,0.51,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001226,2022,A01,0.45,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001226,2023,A01,0.46,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Men
TUU10101AA01001227,2003,A01,0.29,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2004,A01,0.3,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2005,A01,0.3,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2006,A01,0.34,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2007,A01,0.31,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2008,A01,0.32,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2009,A01,0.32,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2010,A01,0.37,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2011,A01,0.35,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2012,A01,0.31,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2013,A01,0.35,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2014,A01,0.39,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2015,A01,0.34,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2016,A01,0.38,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2017,A01,0.42,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2018,A01,0.37,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2019,A01,0.38,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2021,A01,0.42,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2022,A01,0.44,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001227,2023,A01,0.49,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Men
TUU10101AA01001243,2003,A01,0.28,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2004,A01,0.29,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2005,A01,0.3,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2006,A01,0.34,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2007,A01,0.38,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2008,A01,0.34,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2009,A01,0.34,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2010,A01,0.39,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2011,A01,0.33,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2012,A01,0.34,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2013,A01,0.38,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2014,A01,0.37,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2015,A01,0.42,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2016,A01,0.39,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2017,A01,0.38,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2018,A01,0.43,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2019,A01,0.39,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2021,A01,0.41,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2022,A01,0.42,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001243,2023,A01,0.42,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Men
TUU10101AA01001244,2003,A01,0.35,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2004,A01,0.39,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2005,A01,0.34,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2006,A01,0.41,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2007,A01,0.34,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2008,A01,0.36,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2009,A01,0.34,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2010,A01,0.37,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2011,A01,0.42,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2012,A01,0.36,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2013,A01,0.37,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2014,A01,0.47,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2015,A01,0.42,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2016,A01,0.44,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2017,A01,0.46,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2018,A01,0.42,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2019,A01,0.44,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2021,A01,0.46,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2022,A01,0.55,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001244,2023,A01,0.5,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Men
TUU10101AA01001289,2003,A01,0.77,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2004,A01,0.76,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2005,A01,0.76,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2006,A01,0.76,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2007,A01,0.75,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2008,A01,0.74,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2009,A01,0.74,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2010,A01,0.75,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2011,A01,0.73,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2012,A01,0.79,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2013,A01,0.81,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2014,A01,0.84,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2015,A01,0.92,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2016,A01,0.78,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2017,A01,0.86,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2018,A01,0.77,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2019,A01,0.82,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2021,A01,1,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2022,A01,0.93,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001289,2023,A01,0.78,,Avg hrs per day,Food preparation and cleanup,25-34 yrs,Women
TUU10101AA01001305,2003,A01,0.93,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2004,A01,0.84,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2005,A01,0.83,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2006,A01,0.86,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2007,A01,0.89,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2008,A01,0.88,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2009,A01,0.88,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2010,A01,0.92,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2011,A01,0.98,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2012,A01,0.91,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2013,A01,0.93,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2014,A01,0.98,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2015,A01,1.06,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2016,A01,1.04,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2017,A01,0.95,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2018,A01,0.97,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2019,A01,1.01,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2021,A01,1,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2022,A01,0.98,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001305,2023,A01,0.9,,Avg hrs per day,Food preparation and cleanup,35-44 yrs,Women
TUU10101AA01001306,2003,A01,0.78,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2004,A01,0.84,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2005,A01,0.81,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2006,A01,0.77,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2007,A01,0.82,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2008,A01,0.8,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2009,A01,0.85,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2010,A01,0.81,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2011,A01,0.87,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2012,A01,0.8,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2013,A01,0.89,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2014,A01,0.87,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2015,A01,0.9,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2016,A01,0.87,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2017,A01,0.9,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2018,A01,0.92,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2019,A01,0.79,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2021,A01,0.84,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2022,A01,0.97,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001306,2023,A01,1.03,,Avg hrs per day,Food preparation and cleanup,45-54 yrs,Women
TUU10101AA01001322,2003,A01,0.89,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2004,A01,0.89,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2005,A01,0.81,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2006,A01,0.84,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2007,A01,0.8,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2008,A01,0.82,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2009,A01,0.84,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2010,A01,0.85,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2011,A01,0.85,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2012,A01,0.76,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2013,A01,0.86,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2014,A01,0.89,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2015,A01,0.85,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2016,A01,0.84,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2017,A01,0.85,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2018,A01,0.81,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2019,A01,0.77,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2021,A01,0.81,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2022,A01,0.86,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001322,2023,A01,0.9,,Avg hrs per day,Food preparation and cleanup,55-64 yrs,Women
TUU10101AA01001323,2003,A01,1.05,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2004,A01,0.91,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2005,A01,0.94,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2006,A01,0.97,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2007,A01,0.95,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2008,A01,0.89,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2009,A01,1.01,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2010,A01,0.96,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2011,A01,0.93,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2012,A01,0.94,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2013,A01,0.94,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2014,A01,0.91,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2015,A01,0.92,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2016,A01,0.95,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2017,A01,0.92,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2018,A01,0.91,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2019,A01,0.92,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2020,A01,           -,M,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2021,A01,1.04,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2022,A01,1.04,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001323,2023,A01,1,,Avg hrs per day,Food preparation and cleanup,65 yrs and over,Women
TUU10101AA01001512,2003,A01,0.12,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2004,A01,0.11,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2005,A01,0.08,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2006,A01,0.12,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2007,A01,0.11,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2008,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2009,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2010,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2011,A01,0.08,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2012,A01,0.08,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2013,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2014,A01,0.11,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2015,A01,0.1,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2016,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2017,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2018,A01,0.06,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2019,A01,0.05,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2020,A01,           -,M,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2021,A01,0.09,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2022,A01,0.1,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001512,2023,A01,0.06,,Avg hrs per day,Lawn and garden care,25-34 yrs,MenAndWomen
TUU10101AA01001528,2003,A01,0.17,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2004,A01,0.17,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2005,A01,0.15,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2006,A01,0.18,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2007,A01,0.17,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2008,A01,0.16,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2009,A01,0.13,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2010,A01,0.19,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2011,A01,0.13,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2012,A01,0.12,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2013,A01,0.12,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2014,A01,0.17,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2015,A01,0.12,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2016,A01,0.14,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2017,A01,0.11,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2018,A01,0.12,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2019,A01,0.13,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2020,A01,           -,M,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2021,A01,0.13,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2022,A01,0.13,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001528,2023,A01,0.11,,Avg hrs per day,Lawn and garden care,35-44 yrs,MenAndWomen
TUU10101AA01001529,2003,A01,0.24,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2004,A01,0.22,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2005,A01,0.26,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2006,A01,0.22,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2007,A01,0.22,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2008,A01,0.23,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2009,A01,0.21,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2010,A01,0.25,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2011,A01,0.25,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2012,A01,0.21,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2013,A01,0.2,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2014,A01,0.22,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2015,A01,0.2,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2016,A01,0.21,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2017,A01,0.2,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2018,A01,0.18,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2019,A01,0.15,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2020,A01,           -,M,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2021,A01,0.2,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2022,A01,0.14,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001529,2023,A01,0.15,,Avg hrs per day,Lawn and garden care,45-54 yrs,MenAndWomen
TUU10101AA01001545,2003,A01,0.31,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2004,A01,0.33,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2005,A01,0.37,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2006,A01,0.32,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2007,A01,0.34,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2008,A01,0.32,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2009,A01,0.32,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2010,A01,0.32,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2011,A01,0.27,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2012,A01,0.26,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2013,A01,0.28,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2014,A01,0.26,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2015,A01,0.33,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2016,A01,0.27,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2017,A01,0.29,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2018,A01,0.3,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2019,A01,0.31,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2020,A01,           -,M,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2021,A01,0.32,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
TUU10101AA01001545,2022,A01,0.28,,Avg hrs per day,Lawn and garden care,55-64 yrs,MenAndWomen
