series_id,year,value,supersector,industry,datatype,period
CES0600000057,2023,29868307.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",October
CES0600000057,2023,30015620.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",November
CES0600000057,2023,30115113.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",December
CES0600000057,2024,30150872.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",January
CES0600000057,2024,30384920.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",February
CES0600000057,2024,30766948.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",March
CES0600000057,2024,30677756.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",April
CES0600000057,2024,30876112.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",May
CES0600000057,2024,31173710.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",June
CES0600000057,2024,31065037.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",July
CES0600000057,2024,31259117.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",August
CES0600000057,2024,31413822.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",September
CES0600000057,2024,31368506.0,Goods-producing,Goods-producing,"AGGREGATE WEEKLY PAYROLLS OF ALL EMPLOYEES, THOUSANDS",October
CES0800000002,2014,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2014,33.1,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2014,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2014,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2014,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2014,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2014,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2014,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2014,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2014,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2014,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2014,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2015,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2015,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2015,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2016,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2016,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2016,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2016,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2016,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2016,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2016,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2016,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2016,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2016,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2016,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2016,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2017,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2017,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2017,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2017,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2017,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2017,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2017,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2017,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2017,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2017,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2017,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2017,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2018,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2018,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2018,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2018,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2018,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2019,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2019,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2019,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2019,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2019,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2019,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2020,33.1,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2020,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2020,32.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2020,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2020,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2020,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2020,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2020,33.7,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2020,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2020,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2020,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2020,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2021,33.9,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2021,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2021,33.9,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2021,33.9,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2021,33.9,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2021,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2021,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2021,33.7,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2021,33.7,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2021,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2021,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2021,33.8,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2022,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2022,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2022,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2022,33.6,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2022,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2022,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2023,33.5,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2023,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2023,33.4,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,November
CES0800000002,2023,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,December
CES0800000002,2024,33.1,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,January
CES0800000002,2024,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,February
CES0800000002,2024,33.3,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,March
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,April
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,May
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,June
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,July
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,August
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,September
CES0800000002,2024,33.2,Private service-providing,Private service-providing,AVERAGE WEEKLY HOURS OF ALL EMPLOYEES,October
CES0800000003,2014,23.93,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2014,24.02,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2014,24.02,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2014,24.05,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2014,24.11,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2014,24.16,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2014,24.19,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2014,24.25,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2014,24.26,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2014,24.28,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2014,24.38,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2014,24.34,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2015,24.47,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2015,24.51,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2015,24.57,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2015,24.61,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2015,24.7,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2015,24.7,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2015,24.73,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2015,24.81,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2015,24.84,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2015,24.92,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2015,24.96,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2015,24.95,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2016,25.11,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2016,25.09,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2016,25.17,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2016,25.24,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2016,25.28,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2016,25.32,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2016,25.4,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2016,25.42,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2016,25.48,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2016,25.59,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2016,25.61,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2016,25.62,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2017,25.7,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2017,25.77,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2017,25.82,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2017,25.87,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2017,25.91,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2017,25.96,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2017,26.06,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2017,26.09,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2017,26.2,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2017,26.2,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2017,26.23,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2017,26.33,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2018,26.44,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2018,26.46,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2018,26.58,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2018,26.63,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2018,26.71,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2018,26.77,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2018,26.82,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2018,26.94,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2018,27.06,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2018,27.12,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2018,27.19,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2018,27.3,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2019,27.36,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2019,27.47,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2019,27.57,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2019,27.54,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2019,27.62,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2019,27.71,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2019,27.79,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2019,27.9,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2019,27.93,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2019,27.99,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2019,28.12,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2019,28.12,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2020,28.19,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
CES0800000003,2020,28.31,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,February
CES0800000003,2020,28.55,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,March
CES0800000003,2020,29.97,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,April
CES0800000003,2020,29.63,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,May
CES0800000003,2020,29.25,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,June
CES0800000003,2020,29.23,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,July
CES0800000003,2020,29.33,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,August
CES0800000003,2020,29.37,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,September
CES0800000003,2020,29.39,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,October
CES0800000003,2020,29.48,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,November
CES0800000003,2020,29.81,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,December
CES0800000003,2021,29.84,Private service-providing,Private service-providing,AVERAGE HOURLY EARNINGS OF ALL EMPLOYEES,January
