series_id        	sector_code	measure_code	duration_code	base_year	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
MPU0212553       	0212	55	3	-	Energy input for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0212562       	0212	56	2	2017	Materials input for Mining, except oil and gas (NAICS 212), Indexes = 100.000		1987	A01	2022	A01
MPU0212563       	0212	56	3	-	Materials input for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0212572       	0212	57	2	2017	Services Input for Mining, except oil and gas (NAICS 212), Indexes = 100.000		1987	A01	2022	A01
MPU0212573       	0212	57	3	-	Services Input for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0212611       	0212	61	1	-	Sectoral output, billions of current dollars for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212621       	0212	62	1	-	Capital costs, billions of current dollars for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212631       	0212	63	1	-	Labor costs, billions of current dollars for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212641       	0212	64	1	-	Energy costs, billions of current dollars for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212651       	0212	65	1	-	Materials costs, billions of current dollars for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212661       	0212	66	1	-	Services costs, billions of current dollars for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212671       	0212	67	1	-	Capital share for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212681       	0212	68	1	-	Labor share for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212691       	0212	69	1	-	Energy share for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212701       	0212	70	1	-	Materials share for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212711       	0212	71	1	-	Services share for Mining, except oil and gas (NAICS 212), Levels		1987	A01	2022	A01
MPU0212742       	0212	74	2	2017	Contribution of energy intensity to labor productivity for Mining, except oil and gas (NAICS 212), Indexes = 100.000		1987	A01	2022	A01
MPU0212743       	0212	74	3	-	Contribution of energy intensity to labor productivity for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0212762       	0212	76	2	2017	Contribution of materials intensity to labor productivity for Mining, except oil and gas (NAICS 212), Indexes = 100.000		1987	A01	2022	A01
MPU0212763       	0212	76	3	-	Contribution of materials intensity to labor productivity for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0212772       	0212	77	2	2017	Contribution of services intensity to labor productivity for Mining, except oil and gas (NAICS 212), Indexes = 100.000		1987	A01	2022	A01
MPU0212773       	0212	77	3	-	Contribution of services intensity to labor productivity for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0212782       	0212	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Mining, except oil and gas (NAICS 212), Indexes = 100.000		1987	A01	2022	A01
MPU0212783       	0212	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Mining, except oil and gas (NAICS 212), % Change Year Ago		1988	A01	2022	A01
MPU0213012       	0213	01	2	2017	Total factor productivity for Support activities for mining (NAICS 213), Indexes = 100.000	04	1987	A01	2022	A01
MPU0213013       	0213	01	3	-	Total factor productivity for Support activities for mining (NAICS 213), % Change Year Ago	04	1988	A01	2022	A01
MPU0213032       	0213	03	2	2017	Combined inputs for Support activities for mining (NAICS 213), Indexes = 100.000	06	1987	A01	2022	A01
MPU0213033       	0213	03	3	-	Combined inputs for Support activities for mining (NAICS 213), % Change Year Ago	06	1988	A01	2022	A01
MPU0213042       	0213	04	2	2017	Capital input for Support activities for mining (NAICS 213), Indexes = 100.000	00	1987	A01	2022	A01
MPU0213043       	0213	04	3	-	Capital input for Support activities for mining (NAICS 213), % Change Year Ago	00	1988	A01	2022	A01
MPU0213052       	0213	05	2	2017	Labor input for Support activities for mining (NAICS 213), Indexes = 100.000	03	1987	A01	2022	A01
MPU0213053       	0213	05	3	-	Labor input for Support activities for mining (NAICS 213), % Change Year Ago	03	1988	A01	2022	A01
MPU0213062       	0213	06	2	2017	Labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000	08	1987	A01	2022	A01
MPU0213063       	0213	06	3	-	Labor productivity for Support activities for mining (NAICS 213), % Change Year Ago	08	1988	A01	2022	A01
MPU0213072       	0213	07	2	2017	Capital productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213073       	0213	07	3	-	Capital productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213082       	0213	08	2	2017	Capital intensity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213083       	0213	08	3	-	Capital intensity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213152       	0213	15	2	2017	Contribution of capital intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213153       	0213	15	3	-	Contribution of capital intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213162       	0213	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213163       	0213	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213172       	0213	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213173       	0213	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213182       	0213	18	2	2017	Contribution of labor composition to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213183       	0213	18	3	-	Contribution of labor composition to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213192       	0213	19	2	2017	Contribution of research and development (R&D) intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213193       	0213	19	3	-	Contribution of research and development (R&D) intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213202       	0213	20	2	2017	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213203       	0213	20	3	-	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213212       	0213	21	2	2017	Unit labor costs for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213213       	0213	21	3	-	Unit labor costs for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213222       	0213	22	2	2017	Unit capital costs for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213223       	0213	22	3	-	Unit capital costs for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213512       	0213	51	2	2017	Real sectoral output for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213513       	0213	51	3	-	Real sectoral output for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213552       	0213	55	2	2017	Energy input for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213553       	0213	55	3	-	Energy input for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213562       	0213	56	2	2017	Materials input for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213563       	0213	56	3	-	Materials input for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213572       	0213	57	2	2017	Services Input for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213573       	0213	57	3	-	Services Input for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213611       	0213	61	1	-	Sectoral output, billions of current dollars for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213621       	0213	62	1	-	Capital costs, billions of current dollars for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213631       	0213	63	1	-	Labor costs, billions of current dollars for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213641       	0213	64	1	-	Energy costs, billions of current dollars for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213651       	0213	65	1	-	Materials costs, billions of current dollars for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213661       	0213	66	1	-	Services costs, billions of current dollars for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213671       	0213	67	1	-	Capital share for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213681       	0213	68	1	-	Labor share for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213691       	0213	69	1	-	Energy share for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213701       	0213	70	1	-	Materials share for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213711       	0213	71	1	-	Services share for Support activities for mining (NAICS 213), Levels		1987	A01	2022	A01
MPU0213742       	0213	74	2	2017	Contribution of energy intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213743       	0213	74	3	-	Contribution of energy intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213762       	0213	76	2	2017	Contribution of materials intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213763       	0213	76	3	-	Contribution of materials intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213772       	0213	77	2	2017	Contribution of services intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213773       	0213	77	3	-	Contribution of services intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0213782       	0213	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Support activities for mining (NAICS 213), Indexes = 100.000		1987	A01	2022	A01
MPU0213783       	0213	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Support activities for mining (NAICS 213), % Change Year Ago		1988	A01	2022	A01
MPU0481012       	0481	01	2	2017	Total factor productivity for Air transportation (NAICS 481), Indexes = 100.000	04	1987	A01	2022	A01
MPU0481013       	0481	01	3	-	Total factor productivity for Air transportation (NAICS 481), % Change Year Ago	04	1988	A01	2022	A01
MPU0481032       	0481	03	2	2017	Combined inputs for Air transportation (NAICS 481), Indexes = 100.000	06	1987	A01	2022	A01
MPU0481033       	0481	03	3	-	Combined inputs for Air transportation (NAICS 481), % Change Year Ago	06	1988	A01	2022	A01
MPU0481042       	0481	04	2	2017	Capital input for Air transportation (NAICS 481), Indexes = 100.000	00	1987	A01	2022	A01
MPU0481043       	0481	04	3	-	Capital input for Air transportation (NAICS 481), % Change Year Ago	00	1988	A01	2022	A01
MPU0481052       	0481	05	2	2017	Labor input for Air transportation (NAICS 481), Indexes = 100.000	03	1987	A01	2022	A01
MPU0481053       	0481	05	3	-	Labor input for Air transportation (NAICS 481), % Change Year Ago	03	1988	A01	2022	A01
MPU0481062       	0481	06	2	2017	Labor productivity for Air transportation (NAICS 481), Indexes = 100.000	08	1987	A01	2022	A01
MPU0481063       	0481	06	3	-	Labor productivity for Air transportation (NAICS 481), % Change Year Ago	08	1988	A01	2022	A01
MPU0481072       	0481	07	2	2017	Capital productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481073       	0481	07	3	-	Capital productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481082       	0481	08	2	2017	Capital intensity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481083       	0481	08	3	-	Capital intensity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481152       	0481	15	2	2017	Contribution of capital intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481153       	0481	15	3	-	Contribution of capital intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481162       	0481	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481163       	0481	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481172       	0481	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481173       	0481	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481182       	0481	18	2	2017	Contribution of labor composition to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481183       	0481	18	3	-	Contribution of labor composition to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481192       	0481	19	2	2017	Contribution of research and development (R&D) intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481193       	0481	19	3	-	Contribution of research and development (R&D) intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481202       	0481	20	2	2017	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481203       	0481	20	3	-	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481212       	0481	21	2	2017	Unit labor costs for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481213       	0481	21	3	-	Unit labor costs for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481222       	0481	22	2	2017	Unit capital costs for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481223       	0481	22	3	-	Unit capital costs for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481512       	0481	51	2	2017	Real sectoral output for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481513       	0481	51	3	-	Real sectoral output for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481552       	0481	55	2	2017	Energy input for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481553       	0481	55	3	-	Energy input for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481562       	0481	56	2	2017	Materials input for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481563       	0481	56	3	-	Materials input for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481572       	0481	57	2	2017	Services Input for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481573       	0481	57	3	-	Services Input for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481611       	0481	61	1	-	Sectoral output, billions of current dollars for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481621       	0481	62	1	-	Capital costs, billions of current dollars for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481631       	0481	63	1	-	Labor costs, billions of current dollars for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481641       	0481	64	1	-	Energy costs, billions of current dollars for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481651       	0481	65	1	-	Materials costs, billions of current dollars for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481661       	0481	66	1	-	Services costs, billions of current dollars for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481671       	0481	67	1	-	Capital share for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481681       	0481	68	1	-	Labor share for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481691       	0481	69	1	-	Energy share for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481701       	0481	70	1	-	Materials share for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481711       	0481	71	1	-	Services share for Air transportation (NAICS 481), Levels		1987	A01	2022	A01
MPU0481742       	0481	74	2	2017	Contribution of energy intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481743       	0481	74	3	-	Contribution of energy intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481762       	0481	76	2	2017	Contribution of materials intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481763       	0481	76	3	-	Contribution of materials intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481772       	0481	77	2	2017	Contribution of services intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481773       	0481	77	3	-	Contribution of services intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0481782       	0481	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Air transportation (NAICS 481), Indexes = 100.000		1987	A01	2022	A01
MPU0481783       	0481	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Air transportation (NAICS 481), % Change Year Ago		1988	A01	2022	A01
MPU0482012       	0482	01	2	2017	Total factor productivity for Rail transportation (NAICS 482), Indexes = 100.000	04	1987	A01	2022	A01
MPU0482013       	0482	01	3	-	Total factor productivity for Rail transportation (NAICS 482), % Change Year Ago	04	1988	A01	2022	A01
MPU0482032       	0482	03	2	2017	Combined inputs for Rail transportation (NAICS 482), Indexes = 100.000	06	1987	A01	2022	A01
MPU0482033       	0482	03	3	-	Combined inputs for Rail transportation (NAICS 482), % Change Year Ago	06	1988	A01	2022	A01
MPU0482042       	0482	04	2	2017	Capital input for Rail transportation (NAICS 482), Indexes = 100.000	00	1987	A01	2022	A01
MPU0482043       	0482	04	3	-	Capital input for Rail transportation (NAICS 482), % Change Year Ago	00	1988	A01	2022	A01
MPU0482052       	0482	05	2	2017	Labor input for Rail transportation (NAICS 482), Indexes = 100.000	03	1987	A01	2022	A01
MPU0482053       	0482	05	3	-	Labor input for Rail transportation (NAICS 482), % Change Year Ago	03	1988	A01	2022	A01
MPU0482062       	0482	06	2	2017	Labor productivity for Rail transportation (NAICS 482), Indexes = 100.000	08	1987	A01	2022	A01
MPU0482063       	0482	06	3	-	Labor productivity for Rail transportation (NAICS 482), % Change Year Ago	08	1988	A01	2022	A01
MPU0482072       	0482	07	2	2017	Capital productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482073       	0482	07	3	-	Capital productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482082       	0482	08	2	2017	Capital intensity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482083       	0482	08	3	-	Capital intensity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482152       	0482	15	2	2017	Contribution of capital intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482153       	0482	15	3	-	Contribution of capital intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482162       	0482	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482163       	0482	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482172       	0482	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482173       	0482	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482182       	0482	18	2	2017	Contribution of labor composition to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482183       	0482	18	3	-	Contribution of labor composition to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482192       	0482	19	2	2017	Contribution of research and development (R&D) intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482193       	0482	19	3	-	Contribution of research and development (R&D) intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482202       	0482	20	2	2017	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482203       	0482	20	3	-	Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482212       	0482	21	2	2017	Unit labor costs for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482213       	0482	21	3	-	Unit labor costs for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482222       	0482	22	2	2017	Unit capital costs for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482223       	0482	22	3	-	Unit capital costs for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482512       	0482	51	2	2017	Real sectoral output for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482513       	0482	51	3	-	Real sectoral output for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482552       	0482	55	2	2017	Energy input for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482553       	0482	55	3	-	Energy input for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482562       	0482	56	2	2017	Materials input for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482563       	0482	56	3	-	Materials input for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482572       	0482	57	2	2017	Services Input for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482573       	0482	57	3	-	Services Input for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482611       	0482	61	1	-	Sectoral output, billions of current dollars for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482621       	0482	62	1	-	Capital costs, billions of current dollars for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482631       	0482	63	1	-	Labor costs, billions of current dollars for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482641       	0482	64	1	-	Energy costs, billions of current dollars for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482651       	0482	65	1	-	Materials costs, billions of current dollars for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482661       	0482	66	1	-	Services costs, billions of current dollars for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482671       	0482	67	1	-	Capital share for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482681       	0482	68	1	-	Labor share for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482691       	0482	69	1	-	Energy share for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482701       	0482	70	1	-	Materials share for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482711       	0482	71	1	-	Services share for Rail transportation (NAICS 482), Levels		1987	A01	2022	A01
MPU0482742       	0482	74	2	2017	Contribution of energy intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482743       	0482	74	3	-	Contribution of energy intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482762       	0482	76	2	2017	Contribution of materials intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482763       	0482	76	3	-	Contribution of materials intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482772       	0482	77	2	2017	Contribution of services intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482773       	0482	77	3	-	Contribution of services intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0482782       	0482	78	2	2017	Contribution of intermediate inputs intensity to labor productivity for Rail transportation (NAICS 482), Indexes = 100.000		1987	A01	2022	A01
MPU0482783       	0482	78	3	-	Contribution of intermediate inputs intensity to labor productivity for Rail transportation (NAICS 482), % Change Year Ago		1988	A01	2022	A01
MPU0483012       	0483	01	2	2017	Total factor productivity for Water transportation (NAICS 483), Indexes = 100.000	04	1987	A01	2022	A01
MPU0483013       	0483	01	3	-	Total factor productivity for Water transportation (NAICS 483), % Change Year Ago	04	1988	A01	2022	A01
MPU0483032       	0483	03	2	2017	Combined inputs for Water transportation (NAICS 483), Indexes = 100.000	06	1987	A01	2022	A01
MPU0483033       	0483	03	3	-	Combined inputs for Water transportation (NAICS 483), % Change Year Ago	06	1988	A01	2022	A01
MPU0483042       	0483	04	2	2017	Capital input for Water transportation (NAICS 483), Indexes = 100.000	00	1987	A01	2022	A01
MPU0483043       	0483	04	3	-	Capital input for Water transportation (NAICS 483), % Change Year Ago	00	1988	A01	2022	A01
MPU0483052       	0483	05	2	2017	Labor input for Water transportation (NAICS 483), Indexes = 100.000	03	1987	A01	2022	A01
MPU0483053       	0483	05	3	-	Labor input for Water transportation (NAICS 483), % Change Year Ago	03	1988	A01	2022	A01
MPU0483062       	0483	06	2	2017	Labor productivity for Water transportation (NAICS 483), Indexes = 100.000	08	1987	A01	2022	A01
MPU0483063       	0483	06	3	-	Labor productivity for Water transportation (NAICS 483), % Change Year Ago	08	1988	A01	2022	A01
MPU0483072       	0483	07	2	2017	Capital productivity for Water transportation (NAICS 483), Indexes = 100.000		1987	A01	2022	A01
MPU0483073       	0483	07	3	-	Capital productivity for Water transportation (NAICS 483), % Change Year Ago		1988	A01	2022	A01
MPU0483082       	0483	08	2	2017	Capital intensity for Water transportation (NAICS 483), Indexes = 100.000		1987	A01	2022	A01
MPU0483083       	0483	08	3	-	Capital intensity for Water transportation (NAICS 483), % Change Year Ago		1988	A01	2022	A01
MPU0483152       	0483	15	2	2017	Contribution of capital intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000		1987	A01	2022	A01
MPU0483153       	0483	15	3	-	Contribution of capital intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago		1988	A01	2022	A01
MPU0483162       	0483	16	2	2017	Contribution of information processing equipment (IPE) intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000		1987	A01	2022	A01
MPU0483163       	0483	16	3	-	Contribution of information processing equipment (IPE) intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago		1988	A01	2022	A01
MPU0483172       	0483	17	2	2017	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Water transportation (NAICS 483), Indexes = 100.000		1987	A01	2022	A01
MPU0483173       	0483	17	3	-	Contribution of capital input excluding IPP and IPE intensity to labor productivity for Water transportation (NAICS 483), % Change Year Ago		1988	A01	2022	A01
